Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C
checked,,66,,,,,,,US 11894595 B2,2/6/2024,82117911,16,Substrate integrated waveguide transition including an impedance transformer having an open portion with long sides thereof parallel to a centerline,H01P3/082;H05K1/024;H01P3/121;H01P5/107,H05K2201/0195;H05K1/0219;H05K1/0237,Lim; Edwin et al.,Waymo LLC,18/059655,11/29/2022,Lee; Benny T,,1-Jan,,Waymo LLC,,,6.1053915,
checked,1,67,,,,,,,US 11892572 B1,2/6/2024,82137710,19,Spatial light modulator retroreflector mitigation,G01S7/497;G01S17/42;G01S7/4863;G02B26/0833;G01S17/931;G01S7/4815;G01S7/4817,,Dunphy; James et al.,Waymo LLC,17/138079,12/30/2020,Cadima; Omar Rojas,,1-Jan,,Waymo LLC,,,6.1476135,
checked,,68,,,,,,,US 11892832 B2,2/6/2024,84489170,19,Lane path modification framework,G06V20/588;G06V10/457;G06V10/235;G05D1/0214;G05D1/223;G05D1/0016;G05D1/617;G05D1/0038;G06V20/58;G05D1/222,G08G1/167,Sham; Jeffrey et al.,Waymo LLC,17/349035,6/16/2021,Antonucci; Anne Marie,Wang; Jingli,1-Jan,,Waymo LLC,,,6.2273,
checked,2,69,,,,,,,US 20240045438 A1,2/8/2024,49158402,22,Actively Modifying a Field of View of an Autonomous Vehicle in View of Constraints,G05D1/43;G05D1/0238;G05D1/2437;G05D1/617;G05D1/0231;G06V20/56;G08G1/167;G05D1/0214;G05D1/0246;G05D1/249;G05D1/24,B60R2300/307;B60R2300/301;B60R2300/302,Ferguson; David I. et al.,,18/490520,10/19/2023,,,1-Jan,,Waymo LLC,,,6.7071953,
checked,,70,,,,,,,US 20240045424 A1,2/8/2024,54554834,23,AUTONOMOUS VEHICLES,B60K35/10;B60W50/082;G05D1/0212;G05D1/0016;G05D1/0055;B60K35/28;G05D1/0088;B60W30/06;B62D15/0285;G05D1/02;G05D1/021;B60K28/02;B60W60/007;B60W60/00253;B60K35/656;B60W50/085,B60K2360/175;B60K2360/128;B60K2360/682;G08B25/016;B60K2360/122;B60W2540/215;B60K2360/143;B60Y2302/05,Nemec; Philip et al.,,18/374257,9/28/2023,,,1-Jan,,Waymo LLC,,,6.610613,
checked,,71,,,,,,,US 20240045042 A1,2/8/2024,55661605,44,Methods and Systems for LIDAR Optics Alignment,G01S7/4815;G01S7/4817;G01S17/06;G01S17/42;G01S7/51;G02B27/62;G01S7/4972;G01S17/89,G02B5/20,Pennecot; Gaetan et al.,,18/487538,10/16/2023,,,1-Jan,,Waymo LLC,,,6.581936,
checked,,72,,,,,,,US 20240045060 A1,2/8/2024,64738048,59,Light Detection and Ranging (LIDAR) Device Range Aliasing Resilience by Multiple Hypotheses,G01S7/4865;G01S17/89;G01S17/42;G01S17/931;G01S17/10;G01S7/483;G01S7/484,,Shand; Mark Alexander,,18/452821,8/21/2023,,,1-Jan,,Waymo LLC,,,6.771262,
checked,,73,,,,,,,US 20240041372 A1,2/8/2024,75382092,20,PSYCHOMOTOR VIGILANCE TESTING FOR PERSONS TASKED WITH MONITORING AUTONOMOUS VEHICLES,A61B5/165;A61B5/18;A61B5/162,A61B5/7267;B60K28/06;A61B5/7282,Hutchings; Keith et al.,,18/490306,10/19/2023,,,1-Jan,,Waymo LLC,,,6.742713,
checked,1,74,,,,,,,US 20240043038 A1,2/8/2024,80462506,28,Methods and Systems for using Remote Assistance to Maneuver an Autonomous Vehicle to a Location,G05D1/226;G05D1/0044;G05D1/225;B60W60/0011;G05D1/0022;G05D1/0016;G05D1/223,,Sucan; Ioan-Alexandru et al.,,18/481650,10/5/2023,,,1-Jan,,Waymo LLC,,,6.6447344,
checked,2,75,,,,,,,US 11900693 B2,2/13/2024,54252716,20,Use of relationship between activities of different traffic signals in a network to improve traffic signal state estimation,G08G1/096775;G08G1/096791;G08G1/09623;G08G1/096725;G06V20/584;G08G1/09626;G08G1/00;B60W40/00;G08G1/096716;G08G1/096758,,Ferguson; David I. et al.,Waymo LLC,18/150304,1/5/2023,Melton; Todd,,1-Jan,,Waymo LLC,,,6.287856,
checked,2,76,,,,,,,US 11899466 B2,2/13/2024,67058259,16,Sensor integration for large autonomous vehicles,G05D1/0231;G05D1/0257;B60R1/12;G05D1/247;G01S7/4813;G01S13/865;G05D1/249;G05D1/43;G01S17/86;G01S17/87;G01S13/867;G01S17/931,G01S2013/93185;G01S2013/9318;G01S2013/93274;G01S2013/9319;B60R2001/1223;G05D2111/50;G05D2111/10;G05D2101/20,Grossman; William et al.,Waymo LLC,17/724559,4/20/2022,Vorce; Amelia,,1-Jan,,WAYMO LLC,,,6.0726986,
checked,,77,,,,,,,US 11900224 B2,2/13/2024,73855286,17,Generating trajectory labels from short-term intention and long-term result,B60W60/0027;G06N20/00;G05D1/0088;G05D1/0246;G05D1/249;G05D1/0221;G06N3/047;G06N3/049;G05D1/228;B60W50/0097;G06N3/084,B60W2554/40,Refaat; Khaled et al.,Waymo LLC,16/727724,12/26/2019,Nolan; Peter D,Obioha; Mikko Okechukwu,1-Jan,,Waymo LLC,,,6.2980375,
checked,,78,,,,,,,US 11902648 B2,2/13/2024,79169394,22,Position sensor and hybrid substrate for camera focus management,G03B30/00;H04N23/57;H04N23/54;G03B3/10;H04N23/51;H04N23/55,G03B17/55,Sharma; Shashank,Waymo LLC,17/557653,12/21/2021,Noh; Jae N,,1-Jan,,Waymo LLC,,,6.5449643,
checked,,79,,,,,,,US 11899468 B2,2/13/2024,82023024,20,Sensor for flashing light detection,B60W30/095;G05D1/249;H10F77/957;G01S3/784;G06V20/584,B60W2420/403;G06V10/60,Cull; Evan et al.,Waymo LLC,17/131302,12/22/2020,Goldman; Richard A,,1-Jan,,Waymo LLC,,,6.377531,
checked,1,80,,,,,,,US 11900697 B2,2/13/2024,82023193,48,Stop location change detection,G06V20/588;G06F18/24147;B60W60/001;G06F18/214;B60W30/18154;G06V20/582;B60W30/181;G06V10/82;G06V10/25,B60W2420/403;B60W2555/20;B60W2552/00;B60W2552/53,Thibaux; Romain et al.,Waymo LLC,17/958711,10/3/2022,"Vanchy, Jr.; Michael J",,1-Jan,,WAYMO LLC,,,6.286212,
checked,1,81,,,,,,,US 11903102 B1,2/13/2024,89848107,33,Defogging system using a transparent condensation sensor and heater,G01S7/4812;H05B3/84;G01S17/931;B60S1/56;B60S1/026;G02B27/0006;G01S17/894;B60H1/00785;G01S17/86;G01S7/4817;H05B1/0236;H05B3/34;G01S17/42;G01S17/87,G01S2007/4975;G01S2007/4977;H05B2203/013,Lassar; Noah et al.,Waymo LLC,17/106385,11/30/2020,Ross; Dana,"Mills, Jr.; Joe E",1-Jan,,Waymo LLC,,,6.377531,
checked,,82,,,,,,,US D1014398 S,2/13/2024,,45,Vehicle,,,Ahn; YooJung et al.,Waymo LLC,D/820773,12/23/2021,Kukella; Joseph,Amerson; Lavon M.,D10/70,,Waymo LLC,,,6.0433435,
checked,,83,,,,,,,US 20240054772 A1,2/15/2024,71073622,21,Detecting Unfamiliar Signs,G06T7/60;G06V20/20;G06V10/7784;G05D1/0246;G05D1/0088;G06V20/582;G06T7/90,G06T2207/30252,Xu; Zhinan et al.,,18/492891,10/24/2023,,,1-Jan,,Waymo LLC,,,6.742713,
checked,,84,,,,,,,US 20240056565 A1,2/15/2024,71123439,38,Identifying Defects in Optical Detector Systems Based on Extent of Stray Light,H04N23/811;H04N25/61;G06T7/70;G06T7/0004;H04N17/002;G06T7/0002;H04N23/71,G06T2207/30252;G06T2207/10004;G06T2207/30168,Lu; Chen David et al.,,18/492528,10/23/2023,,,1-Jan,,Waymo LLC,,,6.5952444,
checked,,85,,,,,,,US 20240051582 A1,2/15/2024,87571190,21,COMPUTING AGENT RESPONSE TIMES IN TRAFFIC SCENARIOS,G08G1/167;G08G1/0141;G08G1/166;G06N3/006;B60W40/04;G08G1/0112;B60W60/0027;G08G1/0129;G06N7/01;G06N20/00;G08G1/0133,B60W2554/4046,Engstrom; Johan et al.,,18/233696,8/14/2023,,,1-Jan,,Waymo LLC,,,6.6710043,
checked,1,86,,,,,,,US 11908328 B2,2/20/2024,50339677,32,Determining changes in a driving environment based on vehicle behavior,G01C21/3819;G01C21/32;G01C21/3848;G08G1/166,,Ferguson; David Ian Franklin,Waymo LLC,18/122434,3/16/2023,Melton; Todd,Roberson; Jason R,1-Jan,,WAYMO LLC,,,6.1053915,
checked,2,87,,,,,,,US 11906671 B2,2/20/2024,62710537,27,Light detection and ranging (LIDAR) device with an off-axis receiver,G01S7/4876;G01S7/4863;G01S7/497;G05D1/247;G05D1/0231;G01S17/42;G01S7/4817;G01S7/4804;G01S17/931;G01S17/04,,Droz; Pierre-Yves et al.,Waymo LLC,16/700543,12/2/2019,Baghdasaryan; Hovhannes,,1-Jan,,Waymo LLC,,,6.445203,
checked,,88,,,,,,,US 11909263 B1,2/20/2024,66248264,21,Planar rotary transformer,H02K1/12;H02K11/20;H02K1/22;H02K3/28;H02K1/24;H02K1/14,H02K2211/03,Karplus; Paul,Waymo LLC,16/355672,3/15/2019,Talpalatski; Alexander,,1-Jan,,Waymo LLC,,,6.2422533,
checked,1,89,,,,,,,US 11906813 B2,2/20/2024,70458042,19,Mirror coupling,G01S7/4817;G02B7/008;G02B7/1821;G01S17/06;G01S17/42;G02B6/26;H01S3/0811;G02B26/105,,Gassend; Blaise et al.,Waymo LLC,17/896814,8/26/2022,Jones; James C.,Duong; Henry,1-Jan,,Waymo LLC,,,6.2422533,
checked,2,90,,,,,,,US 11904779 B2,2/20/2024,75982003,30,Interior camera system for a self driving car,G05D1/0088;H04N5/58;G08B21/24;H04N23/56;G05D1/228;B60R11/04;G06V20/59;G06V10/141,B60R2300/103;B60R2300/8006;B60R2300/105;B60R2011/0003,Toth; Kimberly et al.,Waymo LLC,18/100090,1/23/2023,Pham; Toan N,,1-Jan,,WAYMO LLC,,,6.1551714,
checked,1,91,,,,,,,US 11904902 B2,2/20/2024,81379817,36,Identifying a customer of an autonomous vehicle,B60W60/00253;G06Q10/02;G06V20/58;B60W60/0025;B60W60/00256;B60W40/08,B60W2040/0809;B60W2420/54;B60W2420/408;B60W2420/403;B60W2540/041;B60W2556/10;G06Q50/40;B60W2554/4029;B60W2556/45;B60W2540/043,Wright; Clement et al.,Waymo LLC,17/511634,10/27/2021,Sweeney; Brian P,,1-Jan,,WAYMO LLC,,,6.1551714,
checked,,92,,,,,,,US 11904886 B1,2/20/2024,89908319,23,Modifying autonomous vehicle behavior prediction based on behavior prediction errors,G06N20/00;B60W60/0027;G06V20/58;B60W40/09;B60W50/02;B60W60/001;B60W50/04;G06F18/214,B60W2554/4049;B60W2050/0083;B60W2050/021,Rowe; Keja,Waymo LLC,17/401583,8/13/2021,Lee; Tyler J,,1-Jan,,Waymo LLC,,,6.377531,
checked,2,93,,,,,,,US 20240061089 A1,2/22/2024,66950210,26,Systems and Methods for Adaptive Range Coverage using LIDAR,G01S7/4815;G01S7/4813;G01S17/89;G01S7/484;G01S1/10;G01S17/931;G01S7/4861;G01S17/10,,Shand; Mark Alexander,,18/500659,11/2/2023,,,1-Jan,,Waymo LLC,,,6.6710043,
checked,1,94,,,,,,,US 20240062554 A1,2/22/2024,84285268,24,"AUTONOMOUS VEHICLE SENSOR SECURITY, AUTHENTICATION AND SAFETY",G06V10/759;G06V10/82;B60W50/0205;G06V10/803;B60W60/00;G06V20/56;G06V10/98,B60W2050/0215;B60W2420/403,Dharia; Nirav et al.,,18/501208,11/3/2023,,,1-Jan,,Waymo LLC,,,6.569335,
checked,,95,,,,,,,US 20240062386 A1,2/22/2024,87747879,17,HIGH THROUGHPUT POINT CLOUD PROCESSING,G06T7/246;G06T7/215;G06V10/82;G01S17/89;G01S17/66,G06T2207/10028;G01S17/931;G06T2207/30252;G06T2207/20084;G06T2207/10016,Qi; Ruizhongtai et al.,,18/235292,8/17/2023,,,1-Jan,,Waymo LLC,,,6.65958,
checked,,96,,,,,,,US 20240059312 A1,2/22/2024,89907272,21,PREDICTABILITY ESTIMATION USING BEHAVIOR PREDICTION MODELS,B60W50/0097;B60W60/001;G06N3/0464;G06N5/022;G06N3/08,B60W2552/05,Mulligan; Jonathan James et al.,,17/892969,8/22/2022,,,1-Jan,,Waymo LLC,,,6.567111,
checked,1,97,,,,,,,US 11914377 B1,2/27/2024,54542778,30,Autonomous vehicle behavior when waiting for passengers,G07C5/008;G01C21/367;G01C21/20;G01C21/3438;G06Q10/1095;G01C21/362;G01C21/26;E05F15/70;G05D1/0212;G06V20/58;E05F15/76;B60R25/24;G01C21/3667;G01C21/3614;G06Q50/40;G05D1/0088;G06V20/586;B60W60/00253;B60W60/0025;B62D15/0285;G05D1/0238;B60W30/06,B60W2554/20;B60W2554/40;B60W2420/403;E05Y2400/8505;B60W2720/24;B60W2420/408;G08G1/14;E05Y2900/531;B60W2554/00,Arden; Jennifer et al.,Waymo LLC,17/101105,11/23/2020,Odeh; Nadeem,,1-Jan,,Waymo LLC,,,6.187685,
checked,1,98,,,,,,,US 11913807 B2,2/27/2024,59382843,21,Methods and systems for calibrating sensors using road map data,G01S13/86;G01S13/931;G01S17/87;G01S7/484;G01S19/40;G01C21/3602;G01C21/005;G01S7/4972;G01S17/89;G01S17/86;G01S17/931;G01C21/30;G01S11/12;G01C25/00;G01S7/4868,G06V20/588;G01S3/781;G06V20/56;G01S5/16,Ferguson; Dave et al.,Waymo LLC,17/650698,2/11/2022,Lee; Paul D,,1-Jan,,Waymo LLC,,,6.373069,
checked,3,99,,,,,,,US 11917281 B2,2/27/2024,67058598,43,"Camera system, method and instructions using images captured by a first mage sensor and a second image sensor to generate a third image corresponding to a simulated lens having an intermediate focal length",H04N23/72;H04N23/73;H04N23/741;H04N23/45;H04N23/745;H04N23/75;H04N25/57;H04N23/61,B60R11/04,Wendel; Andreas et al.,Waymo LLC,17/517882,11/3/2021,Vieaux; Gary C,,1-Jan,,Waymo LLC,,,6.1476135,
checked,1,100,,,,,,,US 11912292 B2,2/27/2024,70972374,32,Redundant hardware system for autonomous vehicles,G05D1/0088;B60W50/023;B60W50/029;B60W10/04;B60W60/00182;B60W10/20;B60W50/0205;G05D1/228;B60W60/00186,B60W2420/408;B60W2420/403;B60W2050/0292;B60W2710/20;B60W2720/106;B60W2050/0215;B60W2420/54,Chi; Emily et al.,Waymo LLC,17/531946,11/22/2021,Sood; Anshul,,1-Jan,,Waymo LLC,,,6.187685,
checked,,101,,,,,,,US 11915490 B2,2/27/2024,77466045,21,Annotated surfel maps,G01S17/10;G06V10/764;G06V10/803;G06F18/2431;G06F18/214;G06V20/56;G06F18/251;G01C21/387;G06F18/2415;G06V10/60;G01S17/931,,Anguelov; Dragomir et al.,Waymo LLC,17/819883,8/15/2022,Wyche; Myron,,1-Jan,,Waymo LLC,,,6.32049,
checked,,102,,,,,,,US 11912307 B2,2/27/2024,77747482,21,Monitoring head movements of drivers tasked with monitoring a vehicle operating in an autonomous driving mode,B60W40/08;B60W60/0025,B60W2420/403;B60W2540/225;B60W2540/229;B60W2540/223,Hutchings; Keith et al.,Waymo LLC,16/929482,7/15/2020,Odeh; Nadeem,,1-Jan,,WAYMO LLC,,,6.1551714,
checked,,103,,,,,,,US 11916273 B1,2/27/2024,90014865,24,Broadband rotary joint for millimeter wave transmission,H01P1/062;H01P3/12;H01Q1/50;H01P1/067;G01S17/931;G01S7/481,B60W60/001;B60W2420/408,Li; Zhe et al.,Waymo LLC,17/067536,10/9/2020,Maskell; Michael,,1-Jan,,Waymo LLC,,,6.1409836,
checked,,104,,,,,,,US D1015907 S,2/27/2024,,8,Sensor housing assembly,,,Chen; Benjamin et al.,Waymo LLC,D/835290,4/18/2022,Kirschbaum; George D.,Suiter; Antoinette Martine,D10/70,,Waymo LLC,,,6.173177,
checked,,105,,,,,,,US 20240067134 A1,2/29/2024,58777200,19,CONTROL FOR PASSIVE WIPER SYSTEM,B60S1/3404;H02P7/06;B60S1/566;B60S1/56;B08B1/16;B60S1/0896;G02B27/0006;B60S1/08;B08B1/34;B60S1/482;B60S1/0848;B60S1/486,,Doorley; Graham et al.,,18/502130,11/6/2023,,,1-Jan,,Waymo LLC,,,6.502041,
checked,,106,,,,,,,US 20240067213 A1,2/29/2024,74103820,38,KINEMATIC MODEL FOR AUTONOMOUS TRUCK ROUTING,G01C21/3453;B60W60/001;B60W30/18163;B60W30/18145;B60W40/04;G01C21/3658;B60W60/0011,B60Y2200/148;B60W2556/50;B60W2552/45;B60W2552/53;B60W2555/20;B60W2555/60;B60W2300/14,Fairfield; Nathaniel et al.,WAYMO LLC,18/505516,11/9/2023,,,1-Jan,,WAYMO LLC,,,6.6710043,
checked,,107,,,,,,,US 20240069157 A1,2/29/2024,87519922,24,Methods and Systems for using Interference to Detect Sensor Impairment,G01S7/4021;G01S7/4091;G01S7/42;G01S13/931;G01S7/4039;G01S7/40;H04W4/023,B60W2420/408;B60W60/001,Brown; Adam et al.,,17/823327,8/30/2022,,,1-Jan,,Waymo LLC,,,6.761696,
checked,,108,,,,,,,US 20240071093 A1,2/29/2024,87760644,54,Time-Division Multiple Access Scanning for Crosstalk Mitigation in Light Detection and Ranging (Lidar) Devices,G06V20/58;G01S13/867;G01S17/86;G01S17/931;G01S13/931;G01S7/497;G01S13/865;B60W60/0015;G01S7/4876;G01S7/4815,B60W2554/4049;B60W2420/408,Goetz; Georges et al.,,17/821535,8/23/2022,,,1-Jan,,Waymo LLC,,,6.533745,
checked,,109,,,,,,,US 11921510 B1,3/5/2024,51400080,27,Approach for consolidating observed vehicle trajectories into a single representative trajectory,B60W60/0011;B62D15/025;G01C21/26;G05D1/0212;B60W40/04;G05D1/0223;B62D15/026;B62D15/0255;B62D15/00;G05D1/0287;B62D1/00;G05D1/0214;B60W30/095;G05D1/0088;G08G1/096725;G05D1/00;B60W40/072;B62D6/00,B60W30/16;G01S2205/002;G01S2013/9325;G01S17/42;B60W2554/408;G05D1/0293;G01S15/42;G01S13/865;B60W10/20;G01S13/867;G01S17/88;G05D1/0246;G08G1/22;B60W2050/048;B60W10/18;G08G1/20,Ferguson; David I. et al.,Waymo LLC,17/849821,6/27/2022,Hilgendorf; Dale W,,1-Jan,,Waymo LLC,,,6.1053915,
checked,,110,,,,,,,US 11923658 B1,3/5/2024,56100661,29,Laser diode firing system,H05B47/00;G01S7/4814;H01S5/042;G01S17/10;G01S17/06;G01S17/32;H01S5/0428;G01S17/42;G01S7/484,G01J1/46;H01S5/062;H01S5/06216;G01S17/931,Lenius; Samuel William et al.,Waymo LLC,17/653994,3/8/2022,Hellner; Mark,,1-Jan,,Waymo LLC,,,6.1476135,
checked,2,111,,,,,,,US 11921206 B2,3/5/2024,61902795,22,Limitation of noise on light detectors using an aperture,G01J3/0208;G01J1/0448;G01S7/481;G01J3/0229;G01J1/44;G01S17/10;G01J1/0474;G01J1/0414;G01S7/4816;G01S17/08;G01S7/4863;G01S17/42;G01J1/0437;G01J1/0422;G01J1/0411;G01J1/4228;G01S7/4868;G01J1/0488,G01J2001/442;G01J2001/4466,Droz; Pierre-Yves et al.,Waymo LLC,18/057463,11/21/2022,Murphy; Daniel L,,1-Jan,,Waymo LLC,,,6.2980375,
checked,1,112,,,,,,,US 11922829 B2,3/5/2024,71071200,23,Visual communication system,G09F27/005;G09F21/04;G06Q50/40;G06Q30/0265;G09F19/02;B60Q1/5037;G09F13/30;G09F27/004;B60Q1/543;G09F13/0413;B60Q1/507;G09F19/12;G09F21/042;G09F13/22;G09F9/33,G09F2013/222;G09F13/044;G09F2027/001,Shepard; Ralph Hamilton et al.,Waymo LLC,17/529745,11/18/2021,Sember; Thomas M,,1-Jan,,Waymo LLC,,,6.1551714,
checked,,113,,,,,,,US 11921316 B2,3/5/2024,74260289,35,Autonomous vehicle console,B60K35/60;B60W50/14;G02B6/0083;G02B6/0068;B60K35/10;G02B6/0061;B60R16/02;G02B6/0055;B60K35/656;G02B6/006;G02B6/0051;B60W50/08;B60K35/28;B60K35/22,G05D1/228;B60K2360/164;B60K2360/176;B60K2360/774;B60K2360/25;B60K2360/34;G05D1/0088;B60K2360/343;B60W2050/146;B60K2360/33;B60K2360/175,Morabito; Richard et al.,Waymo LLC,17/865540,7/15/2022,Fallahkhair; Arman B,,1-Jan,,WAYMO LLC,,,6.1409836,
checked,,114,,,,,,,US 11922569 B2,3/5/2024,75908926,29,Generating realistic point clouds,G06N3/084;G06N20/00;G06V20/56;G06T19/20;G06T17/00;G06V20/10;G06N3/047;G06N3/045,G06T2210/56;G06V2201/12,Zhou; Yin et al.,Waymo LLC,17/713108,4/4/2022,"McDowell, Jr.; Maurice L.",,1-Jan,,Waymo LLC,,,6.187685,
checked,,115,,,,,,,US 11921237 B2,3/5/2024,75975307,19,Systems and methods for biasing light detectors,G01S7/4861;G01J1/44;G01J1/46,G01J2001/4446;G01S17/894;G01J2001/4453;G01S17/10,Droz; Pierre-yves et al.,Waymo LLC,17/828508,5/31/2022,Bennett; Jennifer D,Garber; Erin R,1-Jan,,Waymo LLC,,,6.0433435,
checked,1,116,,,,,,,US 11922362 B2,3/5/2024,76197241,31,"Cargo inspection, monitoring and securement in self-driving trucks",G06Q10/083;B60W60/00256;G06T7/74;G06V20/59;B60P7/0861;B60R11/04;G06Q10/0832,G06T2207/30268;B60R2300/8006;G06T2207/10048,Patnaik; Vijaysai et al.,Waymo LLC,18/093870,1/6/2023,Cattungal; Rowina J,,1-Jan,,WAYMO LLC,,,6.286212,
checked,3,117,,,,,,,US 11920770 B2,3/5/2024,81310736,14,Infrared light module uniformity rotational test module,G01J1/4228;F21V21/30;B60K35/21;G01J1/00;B60Q3/51;B60K35/80;B60K35/90;G01J1/0242,B60Q3/731;B60K2360/21;G01J2001/4252;B60K2360/332,Chng; Choon Ping et al.,Waymo LLC,18/154361,1/13/2023,Sember; Thomas M,,1-Jan,,Waymo LLC,,,6.286212,
checked,1,118,,,,,,,US 11923728 B2,3/5/2024,81991979,23,Method of determining runout,G01D5/145;G01D5/2451;H02K11/33;H02K11/215;G01D5/24495;G01D18/001,,McMahon; Morgan,Waymo LLC,17/125613,12/17/2020,Reisner; Noam,,1-Jan,,Waymo LLC,,,6.1053915,
checked,,119,,,,,,,US D1016636 S,3/5/2024,,51,Sensor assembly,,,Ahn; YooJung et al.,Waymo LLC,D/820747,12/23/2021,Davis; Antoine Duval,,D10/65,D10/70;D12/187;D12/188,Waymo LLC,,,6.377531,
checked,,120,,,,,,,US 20240075961 A1,3/7/2024,49671236,21,Inferring State of Traffic Signal and Other Aspects of a Vehicle's Environment Based on Surrogate Data,G01S15/88;G01S13/88;G06V20/584;B60W40/00;G01S17/88;B60W30/09;B60W30/18159;B60W30/12;B60W30/16;B60W60/0027;G01C21/26;B60W60/001;B60W60/0017;G01C21/30,B60W2050/0075;B60W2554/406;B60W2556/10;B60W2554/00;B60W2554/20,Lombrozo; Peter et al.,,18/507227,11/13/2023,,,1-Jan,,Waymo LLC,,,6.7071953,
checked,2,121,,,,,,,US 20240080414 A1,3/7/2024,65271431,31,ROTATING LIDAR WITH CO-ALIGNED IMAGER,G01S17/86;G01S7/4817;H04N23/60;H04N23/69;G01S17/89;G01S17/931;H04N7/183;G01S17/87;G01S7/4812,B60R2300/101;B60R2300/301,Droz; Pierre-Yves et al.,,18/388458,11/9/2023,,,1-Jan,,Waymo LLC,,,6.742713,
checked,1,122,,,,,,,US 20240075959 A1,3/7/2024,79032340,18,YELLOW LIGHT DURATIONS FOR AUTONOMOUS VEHICLES,G08G1/09675;B60W60/0025;G08G1/096725;G08G1/096783;G05D1/0088;G08G1/09623;G08G1/095;G08G1/0116;B60W50/0097,B60W2552/00;B60W2555/60,Hsiao; Edward et al.,,18/504729,11/8/2023,,,1-Jan,,Waymo LLC,,,6.6447344,
checked,2,123,,,,,,,US 11927697 B2,3/12/2024,65230976,42,Use of extended detection periods for range aliasing detection and mitigation in a light detection and ranging (LIDAR) system,G01S17/10;G01S17/931;G01S17/42;G01S7/4865,G01S7/484,Shand; Mark Alexander,Waymo LLC,17/839676,6/14/2022,Murphy; Daniel L,,1-Jan,,Waymo LLC,,,6.2422533,
checked,,124,,,,,,,US 11928866 B2,3/12/2024,65952084,19,Neural networks for object detection and characterization,G06N3/08;G05D1/0221;G06N3/045;G05D1/22;G06N3/084;G06V20/58;G05D1/20,B60R2300/8093,Ogale; Abhijit et al.,Waymo LLC,17/567729,1/3/2022,Jia; Xin,,1-Jan,,Waymo LLC,,,6.0726986,
checked,3,125,,,,,,,US 11927956 B2,3/12/2024,74258421,35,Methods for transitioning between autonomous driving modes in large vehicles,G05D1/249;G05D1/0295;G05D1/0214;G05D1/0231;B62D15/0285;H04W12/06;G05D1/617;G05D1/0088;B60W30/06;G08G1/146;B62D15/026;H04W4/46;G08G1/096791;G06V20/584;B60W10/20;H04W12/77;G05D1/695;G08G1/096725;B60W60/001;G05D1/81;B60W30/165;G08G1/143,B60W2556/50;B60W2554/00;B60W2556/65;B60W2556/45;G08G1/22,Patnaik; Vijaysai et al.,Waymo LLC,17/408913,8/23/2021,Lonsberry; Hunter B,Heflin; Harrison,1-Jan,,Waymo LLC,,,6.2346582,
checked,,126,,,,,,,US 11926347 B2,3/12/2024,81379816,17,Conditional agent trajectory prediction,G06N3/045;B60W60/00274;G06N3/044;B60W60/00272,G06N3/006;G06N7/01,Mahjourian; Reza et al.,Waymo LLC,17/514259,10/29/2021,Badii; Behrang,,1-Jan,,Waymo LLC,,,6.286212,
checked,,127,,,,,,,US 11926332 B1,3/12/2024,83286393,26,Assessing surprise for autonomous vehicles,B60W50/0098;B60W30/18;G05D1/0088;G05B13/048;G05D1/0212;B60W60/0017,B60W2400/00;B60W2050/0014,Engstrom; Johan et al.,Waymo LLC,17/946973,9/16/2022,McPherson; James M,Underwood; Bakari,1-Jan,,Waymo LLC,,,6.3384104,
checked,,128,,,,,,,US 11927440 B2,3/12/2024,86228914,26,Capacitive position sensing for camera focus management,G02B7/08;G01B7/003;H04N23/55;G02B7/102;H04N23/60;H04N23/67;H04N23/54;H04N23/673,,Sharma; Shashank et al.,Waymo LLC,18/143214,5/4/2023,Dagnew; Mekonnen D,,1-Jan,,Waymo LLC,,,6.32049,
checked,,129,,,,,,,US D1017436 S,3/12/2024,,23,Sensor assembly,,,Ahn; YooJung et al.,Waymo LLC,D/818904,12/10/2021,Davis; Antoine Duval,,D10/65,D10/70;D12/187,Waymo LLC,,,6.198945,
checked,1,130,,,,,,,US 20240083425 A1,3/14/2024,61193152,20,Using Wheel Orientation To Determine Future Heading,G06V10/25;B60W50/14;G08G1/166;G06V20/58;B60W10/20;B60W40/04;G01S17/931;G01S13/931;G01S15/931;B60W50/0097;B60W30/0956;B60W10/04,B60W2420/403;B60W2420/408,Gutmann; Jens-Steffen Ralf,,18/510790,11/16/2023,,,1-Jan,,Waymo LLC,,,6.974229,
checked,2,131,,,,,,,US 20240087451 A1,3/14/2024,64693472,21,DETECTING AND RESPONDING TO SIRENS,G08G1/166;G01S11/14;G06V20/58;G08G1/0965;H04R3/005;G06F16/686;G01S3/8083;G06F16/683,G01S2013/9323;G01S13/867;H04R2499/13;G01S2013/93273;G01S17/86;G01S2013/93185;G01S2013/9324;G01S13/865;G08G1/09623;G01S2013/9319;G01S13/862;G08G1/09626;G01S2013/9318,Silver; David Harrison et al.,,18/508354,11/14/2023,,,1-Jan,,Waymo LLC,,,6.800789,
